160;Управление по защите населения и территории г. Новокузнецка;Новокузнецк;Орджоникидзе, 36;;654007;+7 (3843) 32–15–15, +7 (3843) 32–16–16, +7 (3843) 45–23–71, +7 (3843) 45–14–80;;;http://www.uznt42.ru;https://vk.com/edds.nvkz;;87.122155;53.762537;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
160;Управление по защите населения и территории г. Новокузнецка;Новокузнецк;Орджоникидзе, 36;;654007;+7 (3843) 32–15–15, +7 (3843) 32–16–16, +7 (3843) 45–23–71, +7 (3843) 45–14–80;;;http://www.uznt42.ru;https://vk.com/edds.nvkz;;87.122155;53.762537;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
161;Защита населения и территории Новокузнецкого района;Новокузнецк;Курако проспект, 51а к19;3 этаж;654027;+7 (3843) 92–09–12, +7 (3843) 92–09–11, +7 (3843) 60–01–18;;;;;;87.092561;53.763408;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
163;Управление по защите населения и территории г. Новокузнецка по Центральному району;Новокузнецк;Металлургов проспект, 44;"213 офис; 2 этаж";654005;+7 (3843) 32–22–59, +7 (3843) 46–40–65;;;;;;87.118853;53.763487;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
164;Управление по защите населения и территории г. Новокузнецка по Заводскому району;Новокузнецк;Тореза, 22Б;"27 кабинет; 2 этаж";654038;+7 (3843) 32–05–15;;;;;;87.168022;53.829042;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
167;Управление по защите населения и территории г. Новокузнецка по Куйбышевскому району;Новокузнецк;Курако проспект, 37;4 этаж;654027;;;;;;;87.105559;53.756116;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
169;Управление по защите населения и территории г. Новокузнецка по Кузнецкому району;Новокузнецк;Ленина, 38;31 кабинет;654034;+7 (3843) 32–14–27;;;;;;87.202533;53.775016;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
170;Управление по защите населения и территории г. Новокузнецка по Новоильинскому району;Новокузнецк;Авиаторов проспект, 62;"28 кабинет; 2 этаж";654011;+7 (3843) 32–06–54, +7 (3843) 32–06–35;;;;;;87.11388;53.896842;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
172;Управление по защите населения и территории г. Новокузнецка по Орджоникидзевскому району;Новокузнецк;Тузовского, 14;4 этаж;654013;+7 (3843) 32–04–78;;;;;;87.372326;53.799456;Аварийные / справочные / экстренные службы;Управление ГО и ЧС
