2122;Отдел полиции Центральный, Управление МВД России по г. Новокузнецку;Новокузнецк;Фестивальная, 1а;;654005;+7 (3843) 45–94–24, +7 (3843) 46–22–29;;;;;;87.116546;53.771446;Город / Власть;Отделения полиции
2122;Отдел полиции Центральный, Управление МВД России по г. Новокузнецку;Новокузнецк;Фестивальная, 1а;;654005;+7 (3843) 45–94–24, +7 (3843) 46–22–29;;;;;;87.116546;53.771446;Город / Власть;Отделения полиции
2123;Отдел полиции Левобережный, Управление МВД России по г. Новокузнецку;Новокузнецк;Тольятти, 34;;654080;+7 (3843) 45–42–52;;;;;;87.15477;53.755554;Город / Власть;Отделения полиции
2124;Отдел полиции Куйбышевский, Управление МВД России по г. Новокузнецку;Новокузнецк;Лазо, 14;;654027;+7 (3843) 722–075, +7 (3843) 722–073;;;;;;87.100059;53.755057;Город / Власть;Отделения полиции
2127;Отдел полиции Кузнецкий, Управление МВД России по г. Новокузнецку;Новокузнецк;Обнорского, 25;;654034;+7 (3843) 37–36–54, +7 (3843) 37–34–42, +7 (3843) 37–64–00;;;;;;87.211298;53.775606;Город / Власть;Отделения полиции
2128;Отдел полиции Орджоникидзевский, Управление МВД России по г. Новокузнецку;Новокузнецк;Дузенко, 43;;654025;+7 (3843) 31–15–15;;;;;;87.354938;53.796759;Город / Власть;Отделения полиции
2129;Отдел полиции Новоильинский, Управление МВД России по г. Новокузнецку;Новокузнецк;Запсибовцев проспект, 23;;654011;+7 (3843) 616–096, +7 (3843) 616–094;;;;;;87.125805;53.896321;Город / Власть;Отделения полиции
2130;Отдел полиции Новобайдаевский, Управление МВД России по г. Новокузнецку;Новокузнецк;Новобайдаевская, 9Б;;654084;+7 (3843) 34–14–59;;;;;;87.286649;53.78518;Город / Власть;Отделения полиции
